Food Item ID,Code,Subgroup,"Country, region",Type,ISSCAAP,3_alpha,Food name in own language,Food name in English,Processing,Scientific name,ASFIS English name,ASFIS Scientific name,Season,Other,n,Comments on data processing/methods,Publication year,BiblioID,Compiler,Latest revision in version,EDIBLE,PROTCNT(g),PROTCNP(g),PROT-(g),CA(mg),FE(mg),SE(mcg),ZN(mg),VITA_RAE(mcg),VITA-(mcg),FAPUN3(g),FAPUCN3(g),FAPULCCN3(g),FAN3(g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901156,0901136,Crustacean,"Brazil, São Paulo",W,45,BOB,Sete Barbas,"Atlantic seabob, wild, flesh, small size, raw",r,Xiphopenaeus kroyeri,Atlantic seabob,Xiphopenaeus kroyeri,,"mean length and weight of shrimp: 10.0cm, 7g",5,"FASAT, FAMS, FAPU, FAPUN3, FAPUN6 calculated by summation of individual FA",2001,fi205,VN,2.0,,,,,,,,,,,0.1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901157,0901137,Crustacean,"Brazil, São Paulo",W,45,PNB,Camarão rosa,"Redspotted shrimp, wild, flesh, medium size, raw",r,Panaeus brasiliensis,Redspotted shrimp,Panaeus brasiliensis,,"mean length and weight of shrimp: 15.8cm, 28g",5,"FASAT, FAMS, FAPU, FAPUN3, FAPUN6 calculated by summation of individual FA",2001,fi205,VN,2.0,,,,,,,,,,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901158,0901138,Crustacean,"Brazil, Santa Catarina",W,45,PNB,Camarão rosa,"Redspotted shrimp, wild, flesh, medium size, raw",r,Panaeus brasiliensis,Redspotted shrimp,Panaeus brasiliensis,,"mean length and weight of shrimp: 16.3cm, 24g",5,"FASAT, FAMS, FAPU, FAPUN3, FAPUN6 calculated by summation of individual FA",2001,fi205,VN,2.0,,,,,,,,,,,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901159,0901139,Crustacean,"Brazil, Santa Catarina",W,45,PNB,Camarão rosa,"Redspotted shrimp, wild, flesh, large size, raw",r,Panaeus brasiliensis,Redspotted shrimp,Panaeus brasiliensis,,"mean length and weight of shrimp: 20.0cm, 60g",5,"FASAT, FAMS, FAPU, FAPUN3, FAPUN6 calculated by summation of individual FA",2001,fi205,VN,2.0,,,,,,,,,,,0.2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901160,0901140,Crustacean,"Brazil, Santa Catarina",W,45,PNT,Camarão legítimo,"Southern white shrimp, wild, flesh, medium size, raw",r,Panaeus schimitti,Southern white shrimp,Penaeus schmitti,,"mean length and weight of shrimp: 15.7cm, 30g",5,"FASAT, FAMS, FAPU, FAPUN3, FAPUN6 calculated by summation of individual FA",2001,fi205,VN,2.0,,,,,,,,,,,0.1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901161,0901141,Crustacean,"Brazil, Santa Catarina",W,45,PNT,Camarão legítimo,"Southern white shrimp, wild, flesh, large size, raw",r,Panaeus schimitti,Southern white shrimp,Penaeus schmitti,,"mean length and weight of shrimp: 19.2cm,55g",5,"FASAT, FAMS, FAPU, FAPUN3, FAPUN6 calculated by summation of individual FA",2001,fi205,VN,2.0,,,,,,,,,,,0.1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901162,0901142,Crustacean,"Turkey, Sinop Peninsula, Black Sea",W,45,CSH,,"Brown shrimp, wild, deheaded, peeled, raw",r,Crangon crangon,Common shrimp,Crangon crangon,Jun 2007,"mean length and weight of shrimp: 5cm, 1g",1,FA converted using XFA,2011,fi206,VN,2.0,0.41,18.47,,,,,,,,,0.14145904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901184,0901164,Crustacean,"China, Hubei province, Jingxingyue Lake",W,41,ERS,,"Chinese mitten crab, farmed, female, lake-stocked, gonads, raw",r,Eriocheir sinensis,Chinese mitten crab,Eriocheir sinensis,Nov 2002,"natural food: aqatic plants, algae, zoobenthos; mean carapace length and body weight: 5.77cm, 104.96g",,FA converted using XFA,2007,fi218,VN,2.0,0.1201,34.66,,,,,,,,,0.749169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901185,0901165,Crustacean,"China, Hubei province, Jingxingyue Lake",W,41,ERS,,"Chinese mitten crab, farmed, female, lake-stocked, muscle, raw",r,Eriocheir sinensis,Chinese mitten crab,Eriocheir sinensis,Nov 2002,"natural food: aqatic plants, algae, zoobenthos; mean carapace length and body weight: 5.77cm, 104.96g",,FA converted using XFA,2007,fi218,VN,2.0,0.2289,20.71,,,,,,,,,0.22570716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901186,0901166,Crustacean,"China, Hubei province, Jingxingyue Lake",W,41,ERS,,"Chinese mitten crab, farmed, male, lake-stocked, muscle, raw",r,Eriocheir sinensis,Chinese mitten crab,Eriocheir sinensis,Nov 2002,"natural food: aqatic plants, algae, zoobenthos; mean carapace length and body weight: 6.04cm, 140.23g",,FA converted using XFA,2007,fi218,VN,2.0,0.2482,18.48,,,,,,,,,0.31205644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901187,0901167,Crustacean,"China, Hainan Island, Beibu Gulf",W,42,SCD,,"Blue swimmer crab, wild, meat, female, raw",r,Portunus pelagicus,Blue swimming crab,Portunus pelagicus,mean body weight: 207g,,,"CHO- (phenolsulphuric acid method, Kochert, 1978); total edible yield (meat+hepatopancreas+gonads)= 44.3%; FA converted using XFA",2010,fi219,VN,2.0,,18.4,,,,,,,,,0.21493284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901188,0901168,Crustacean,"China, Hainan Island, Beibu Gulf",W,42,SCD,,"Blue swimmer crab, wild, meat, male, raw",r,Portunus pelagicus,Blue swimming crab,Portunus pelagicus,mean body weight: 225g,,,"CHO- (phenolsulphuric acid method, Kochert, 1978); total edible yield (meat+ hepatopancreas+gonads)= 35.9%; FA converted using XFA",2010,fi219,VN,2.0,,16.9,,,,,,,,,0.132756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901189,0901169,Crustacean,"China, Hainan Island, Beibu Gulf",W,42,SCD,,"Blue swimmer crab, wild, gonads, female, raw",r,Portunus pelagicus,Blue swimming crab,Portunus pelagicus,mean body weight: 207g,,,"CHO- (phenolsulphuric acid method, Kochert, 1978); total edible yield (meat+ hepatopancreas+gonads)= 44.3%; FA converted using XFA",2010,fi219,VN,2.0,,25.5,,,,,,,,,1.1041704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901190,0901170,Crustacean,"China, Hainan Island, Beibu Gulf",W,42,SCD,,"Blue swimmer crab, wild, gonads, male, raw",r,Portunus pelagicus,Blue swimming crab,Portunus pelagicus,mean body weight: 225g,,,"CHO- (phenolsulphuric acid method, Kochert, 1978); total edible yield (meat+ hepatopancreas+gonads)= 35.9%; FA converted using XFA",2010,fi219,VN,2.0,,22.9,,,,,,,,,0.301576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901191,0901171,Crustacean,"Portugal, Algarve, off the south coast",W,45,ARA,,"Red shrimp, wild, edible flesh, raw",r,Aristeus antennatus,Blue and red shrimp,Aristeus antennatus,Winter (Dec) 2000,carapace length: 2.6-3.5cm,,FAT-/PROT- (analyzed according to AOAC 1998); FA converted using XFA; Lipid fractions calculated based on FAT (proximate),2003,fi220,DR,2.0,,,,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901192,0901172,Crustacean,"Portugal, Algarve, off the south coast",W,45,ARA,,"Red shrimp, wild, edible flesh, raw",r,Aristeus antennatus,Blue and red shrimp,Aristeus antennatus,Summer (Jun) 2001,carapace length: 2.6-3.5cm,,FAT-/PROT- (analyzed according to AOAC 1998); FA converted using XFA; Lipid fractions calculated based on FAT (proximate),2003,fi220,DR,2.0,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901193,0901173,Crustacean,"Portugal, Algarve, off the south coast",W,45,DPS,,"Pink shrimp, wild, edible flesh, raw",r,Parapenaeus longirostris,Deep-water rose shrimp,Parapenaeus longirostris,Winter (Dec) 2000,carapace length: 2-2.5cm,,FAT-/PROT- (analyzed according to AOAC 1998); FA converted using XFA; Lipid fractions calculated based on FAT (proximate),2003,fi220,DR,2.0,,,,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901194,0901174,Crustacean,"Portugal, Algarve, off the south coast",W,45,DPS,,"Pink shrimp, wild, edible flesh, raw",r,Parapenaeus longirostris,Deep-water rose shrimp,Parapenaeus longirostris,Summer (Jun) 2001,carapace length: 2-2.5cm,,FAT-/PROT- (analyzed according to AOAC 1998); FA converted using XFA; Lipid fractions calculated based on FAT (proximate),2003,fi220,DR,2.0,,,,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901195,0901175,Crustacean,"Portugal, Algarve, off the south coast",W,43,NEP,,"Norway lobster, wild edible flesh, raw",r,Nephrops norvegicus,Norway lobster,Nephrops norvegicus,Winter (Dec) 2000,carapace length: 2.2-2.8cm,,FAT-/PROT- (analyzed according to AOAC 1998); FA converted using XFA; Lipid fractions calculated based on FAT (proximate),2003,fi220,DR,2.0,,,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901196,0901176,Crustacean,"Portugal, Algarve, off the south coast",W,43,NEP,,"Norway lobster, wild edible flesh, raw",r,Nephrops norvegicus,Norway lobster,Nephrops norvegicus,Summer (Jun) 2001,carapace length: 2.2-2.8cm,,FAT-/PROT- (analyzed according to AOAC 1998); FA converted using XFA; Lipid fractions calculated based on FAT (proximate),2003,fi220,DR,2.0,,,,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901197,0901177,Crustacean,"Turkey, Gulf of Antalya, Mediterranean Sea",W,42,CRB,,"Blue crab, wild, claw meat, raw",r,Callinectes sapidus,Blue crab,Callinectes sapidus,Jul 2001,"mean length and weight: 4.85cm, 73.28g",,,2003,fi221,DR,2.0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901198,0901178,Crustacean,"Turkey, Gulf of Antalya, Mediterranean Sea",W,42,CRB,,"Blue crab, wild, body meat, raw",r,Callinectes sapidus,Blue crab,Callinectes sapidus,Jul 2001,"mean length and weight: 4.85cm, 73.28g",,,2003,fi221,DR,2.0,,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901199,0901179,Crustacean,"Turkey, Gulf of Antalya, Mediterranean Sea",W,42,SCD,,"Swim crab, wild, claw meat, raw",r,Portunus pelagicus,Blue swimming crab,Portunus pelagicus,Jul 2001,"mean length and weight:6.15cm, 173.03g",,,2003,fi221,DR,2.0,,21.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901200,0901180,Crustacean,"Turkey, Gulf of Antalya, Mediterranean Sea",W,42,SCD,,"Swim crab, wild, body meat, raw",r,Portunus pelagicus,Blue swimming crab,Portunus pelagicus,Jul 2001,"mean length and weight:6.15cm, 173.03g",,,2003,fi221,DR,2.0,,22.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901201,0901181,Crustacean,"Italy, Mediterranean Sea, Ligurian and Northern Tyrrhenian Sea",W,45,ARS,,"Giant red shrimp, wild, female, edible flesh, raw",r,Aristaeomorpha foliacea,Giant red shrimp,Aristaeomorpha foliacea,May-Jun 2008,,,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,fi222,DR,2.0,,22.6625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901202,0901182,Crustacean,"Italy, Mediterranean Sea, Ligurian and Northern Tyrrhenian Sea",W,45,ARS,,"Giant red shrimp, wild, male, edible flesh, raw",r,Aristaeomorpha foliacea,Giant red shrimp,Aristaeomorpha foliacea,May-Jun 2008,,,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,fi222,DR,2.0,,24.0298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901203,0901183,Crustacean,"Tunisia, Mediterranean Sea",W,45,ARS,,"Giant red shrimp, wild, female, edible flesh, raw",r,Aristaeomorpha foliacea,Giant red shrimp,Aristaeomorpha foliacea,May-Jun 2008,,,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,fi222,DR,2.0,,22.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901204,0901184,Crustacean,"Tunisia, Mediterranean Sea",W,45,ARS,,"Giant red shrimp, wild, male, edible flesh, raw",r,Aristaeomorpha foliacea,Giant red shrimp,Aristaeomorpha foliacea,May-Jun 2008,,,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,fi222,DR,2.0,,20.3109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901205,0901185,Crustacean,"Italy, South of Sicily, Mediterranean Sea",W,45,ARS,,"Giant red shrimp, wild, female, edible flesh, raw",r,Aristaeomorpha foliacea,Giant red shrimp,Aristaeomorpha foliacea,May-Jun 2008,,,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,fi222,DR,2.0,,22.3652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901206,0901186,Crustacean,"Italy, South of Sicily, Mediterranean Sea",W,45,ARS,,"Giant red shrimp, wild, male, edible flesh, raw",r,Aristaeomorpha foliacea,Giant red shrimp,Aristaeomorpha foliacea,May-Jun 2008,,,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,fi222,DR,2.0,,23.9184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901207,0901187,Crustacean,"Libia, Mediterranean Sea, Southern Ionian Sea",W,45,ARS,,"Giant red shrimp, wild, female, edible flesh, raw",r,Aristaeomorpha foliacea,Giant red shrimp,Aristaeomorpha foliacea,May-Jun 2008,,,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,fi222,DR,2.0,,21.8624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901208,0901188,Crustacean,"Libia, Mediterranean Sea, Southern Ionian Sea",W,45,ARS,,"Giant red shrimp, wild, male, edible flesh, raw",r,Aristaeomorpha foliacea,Giant red shrimp,Aristaeomorpha foliacea,May-Jun 2008,,,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,fi222,DR,2.0,,24.6326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901209,0901189,Crustacean,"Greece, Crete, Mediterranean Sea",W,45,ARS,,"Giant red shrimp, wild, female, edible flesh, raw",r,Aristaeomorpha foliacea,Giant red shrimp,Aristaeomorpha foliacea,May-Jun 2008,,,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,fi222,DR,2.0,,22.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901210,0901190,Crustacean,"Greece, Crete, Mediterranean Sea",W,45,ARS,,"Giant red shrimp, wild, male, edible flesh, raw",r,Aristaeomorpha foliacea,Giant red shrimp,Aristaeomorpha foliacea,May-Jun 2008,,,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,fi222,DR,2.0,,22.8588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901223,0901203,Crustacean,"Poland, Brda River mouth",W,41,ORL,,"Spinycheek crayfish, wild, male, meat, raw",r,Orconectes limosus Raf,Spinycheek crayfish,Orconectes limosus,"Mar, Apr 2008",,4,FA converted using XFA,2010,fi228,SE,2.0,,,,,,,,,,,0.027076803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901224,0901204,Crustacean,"Poland, Lake Gopło",W,41,ORL,,"Spinycheek crayfish, wild, male, meat, raw",r,Orconectes limosus Raf,Spinycheek crayfish,Orconectes limosus,"Mar, Apr 2008",,5,FA converted using XFA,2010,fi228,SE,2.0,,,,,,,,,,,0.032742203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901226,0901206,Crustacean,"Greece, Argolicos Bay",W,43,NEP,,"Langoustine, wild, edible muscle raw",r,Nephrops norvegicus,Norway lobster,Nephrops norvegicus,Oct,"mean length and weight: 17.5cm, 33.5g",,,2010,fi232,SE,2.0,,,,,,,,,,,0.146461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901227,0901207,Crustacean,"Greece, Argolicos Bay",W,43,SLO,,"Lobster, wild, edible muscle, raw",r,Palinurus vulgaris,Common spiny lobster,Palinurus elephas,Oct,"mean length and weight: 25.5cm, 380g",,,2010,fi232,SE,2.0,,,,,,,,,,,0.13704339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901228,0901208,Crustacean,"Greece, North Aegean Sea, Platmona bay",W,45,TGS,,"Shrimp, wild, edible muscle, raw",r,Penaeus kerathurus,Caramote prawn,Penaeus kerathurus,Oct,"mean length and weight: 16.7cm, 28.5g",,,2010,fi232,SE,2.0,,,,,,,,,,,0.3014973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901229,0901209,Crustacean,"India, off the west coast",W,45,GIT,,"Shrimp, edible meat, raw",r,Penaeus monodon,Giant tiger prawn,Penaeus monodon,Jul-Dec,,,,2005,fi238,DR,2.0,0.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901230,0901210,Crustacean,"India, off the west coast",W,45,PNI,,"Shrimp, edible meat, raw",r,Penaeus indicus,Indian white prawn,Penaeus indicus,Jul-Dec,,,,2005,fi238,DR,2.0,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901231,0901211,Crustacean,"India, off the west coast",W,45,MPD,,"Shrimp, edible meat, raw",r,Metapenaeus dobsonii,Kadal shrimp,Metapenaeus dobsoni,Jul-Dec,,,,2005,fi238,DR,2.0,0.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901232,0901212,Crustacean,"India, off the west coast",W,45,NAY,,"Shrimp, edible meat, raw",r,Parapenaeopsis stylifera,Kiddi shrimp,Parapenaeopsis stylifera,Jul-Dec,,,,2005,fi238,DR,2.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901233,0901213,Crustacean,"Turkey, Karataş, Mediterranean Sea",W,45,TIP,,"Shrimp, wild, edible muscle, raw",r,Penaeus semisulcatus,Green tiger prawn,Penaeus semisulcatus,Winter (Jan),mean body weight: 60.8g,4,,2004,fi239,DR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901234,0901214,Crustacean,"Turkey, Karataş, Mediterranean Sea",W,45,TIP,,"Shrimp, wild, edible muscle, raw",r,Penaeus semisulcatus,Green tiger prawn,Penaeus semisulcatus,Spring (Apr),mean body weight: 65.4g,4,,2004,fi239,DR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901235,0901215,Crustacean,"Turkey, Karataş, Mediterranean Sea",W,45,TIP,,"Shrimp, wild, edible muscle, raw",r,Penaeus semisulcatus,Green tiger prawn,Penaeus semisulcatus,Summer (Jul),mean body weight: 64.7g,4,,2004,fi239,DR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901236,0901216,Crustacean,"Turkey, Karataş, Mediterranean Sea",W,45,TIP,,"Shrimp, wild, edible muscle, raw",r,Penaeus semisulcatus,Green tiger prawn,Penaeus semisulcatus,Autumn (Oct) ,mean body weight: 68g,4,,2004,fi239,DR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901237,0901217,Crustacean,"Turkey, Karataş, Mediterranean Sea",W,45,MPN,,"Shrimp, wild, edible muscle, raw",r,Metapenaeus monoceros,Speckled shrimp,Metapenaeus monoceros,Winter (Jan),mean body weight: 18.0g,4,,2004,fi239,DR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901238,0901218,Crustacean,"Turkey, Karataş, Mediterranean Sea",W,45,MPN,,"Shrimp, wild, edible muscle, raw",r,Metapenaeus monoceros,Speckled shrimp,Metapenaeus monoceros,Spring (Apr),mean body weight: 14.4g,4,,2004,fi239,DR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
